article,sentence,label
Using population data for assessing nextgeneration.txt,"Availability and implementation: An implementation using Perl and R can be found at busso.ncl.ac.uk (Username: igm101; Password: Z1z1nts).",1
Using state machines to model the.txt,"Availability: Binaries and source code of FlowgramFixer are freely available at: http://www.cs.tau.ac.il/$davidgo5/flowgramfixer.html.",1
Using state machines to model the.txt,Our algorithm is applicable to any flowgram-based sequencing platform and is implemented in a publicly available tool called FlowgramFixer,1
Using Sybil for interactive comparative genomics.txt,"Comparative genomics datasets tend to be large and complex, making development of these tools difficult",1
Using Sybil for interactive comparative genomics.txt,Results: We describe a new version of the Sybil software package and its application to the important human pathogen Streptococcus pneumoniae,1
Using Sybil for interactive comparative genomics.txt,"This new software provides a feature-rich set of comparative genomics tools for inspection of multiple genome structures, mining of orthologous gene families and identification of potential vaccine candidates",1
Using Sybil for interactive comparative genomics.txt,Such tools are difficult to develop because of the size and complexity of such large-scale comparisons,1
Using Sybil for interactive comparative genomics.txt,"The challenge is to develop a tool that can be flexible, extensible and usable while providing the following four basic features: search, visualization, interactivity and export.",1
Using tertiary structure for the computation.txt,"Availability and implementation: The package and the datasets are available from http://www.tcoffee.org/Projects/saracoffee and http://",1
Using tertiary structure for the computation.txt,"As effective as it may be in theory, this approach is hampered by prohibitive memory and CPU requirements, a limitation that has prompted the development of a large number of faster approximate heuristics for the inclusion of secondary structure information when aligning RNA",1
Usingde novoprotein structure predictions to measure.txt,"To overcome the extreme computational demands of exact algorithms, MSA software uses heuristics to find near-optimal alignments in a reasonable time",1
Usingde novoprotein structure predictions to measure.txt,"Different software packages, however, use different heuristics and objective functions and explicitly focus on different aspects of the MSA process such as accurate placement of gaps for phylogenetic reconstruction of small numbers of sequences (L ytynoja and) or sheer speed for making very large alignments e.g",1
Usingde novoprotein structure predictions to measure.txt,Accurate benchmarks are therefore important to allow users of MSA software to choose the most appropriate tools and to guide developers in improving algorithms and heuristics (),1
Usingde novoprotein structure predictions to measure.txt,"Finally, these results give some clear pointers toward the best methods for making MSAs intended for use with de novo structure prediction methods and show that choice of alignment method can have a large influence on the quality of contact predictions, even when using the same software package with different parameters.",1
Ustiloxins fungal cyclic peptides are ribosomally.txt,"Availability and implementation: Accession codes of the U.virens and A.flavus gene clusters in NCBI are BR001221 and BR001206, respectively.",1
Utilizing the Jaccard index to reveal.txt,"Availability and implementation: Contact: dmitry.prokopenko@uni-bonn.de",1
Vacceed a highthroughput in silico vaccine.txt,Availability and implementation: Vacceed is tested on Linux and can be freely downloaded from https://github.com/sgoodswe/vacceed/re leases (includes a worked example with sample data),1
Vacceed a highthroughput in silico vaccine.txt,"Vaxign () and NERVE () are examples of vaccine discovery tools for prokaryotes, but there is currently no equivalent tool for eukaryotes",1
Vacceed a highthroughput in silico vaccine.txt,"Vacceed is the collective name for a framework of linked bioinformatics programs, Perl scripts, R functions and Linux shell scripts",1
VAGUE a graphical user interface for.txt,"Velvet is a popular open-source de novo genome assembly software tool, which is run from the Unix command line",1
VarB a variation browsing and analysis.txt,"Availability and implementation: The Cþþ-based software VarB and user manual are available from www.pathogenseq.org/varb.",1
VarB a variation browsing and analysis.txt,"To take full advantage of genetic variation exposed by whole-genome sequencing across pathogen (and other) organisms, the development of interactive analysis and real-time visualization tools is essential",1
VarB a variation browsing and analysis.txt,The software suite VCFtools implement utilities for processing files (),1
Variance adaptive shrinkage vash flexible empirical.txt,"Availability and Implementation: Our methods are implemented in an R package vashr available from",1
Variance adaptive shrinkage vash flexible empirical.txt,"The methods are an analogue of the 'adaptive shrinkage' methods for mean parameters introduced in, and are implemented in the R package vashr (for 'variance adaptive shrinkage in R')",1
Variance adaptive shrinkage vash flexible empirical.txt,Our method is implemented in an R package vashr available from http://github.com/mengyin/vashr,1
VariantAnnotation a Bioconductor package for exploration.txt,VariantAnnotation is an R / Bioconductor package for the exploration and annotation of genetic variants,1
VariantAnnotation a Bioconductor package for exploration.txt,Availability and implementation: This package is implemented in R and available for download at the Bioconductor Web site (http:// bioconductor.org/packages/2.13/bioc/html/VariantAnnotation,1
VariantBam filtering and profiling of nextgenerational.txt,"We developed VariantBam, a C þþ read filtering and profiling tool for use with BAM, CRAM and SAM sequencing files",1
VARiD A variation detection framework for.txt,"While combining data from the various platforms should increase the accuracy of variation detection, to date there are only a few tools that can identify variants from color space data, and none that can analyze color space and regular (letter space) data together",1
VARiD A variation detection framework for.txt,"We have shown in our results that when using only color-space dataa data type for which very few genomic analysis tools existthe model outperforms the AB SOLiD toolkit Corona Lite, and performs on par with gigaBayes predictions for letter-space data alone",1
VarSifter Visualizing and analyzing exomescale sequence.txt,"VarSifter is a graphical software tool for desktop computers that allows investigators of varying computational skills to easily and quickly sort, filter, and sift through sequence variation data",1
VarSifter Visualizing and analyzing exomescale sequence.txt,"Availability and Implementation: VarSifter is written in Java, and is freely available in source and binary versions, along with a User Guide, at http://research.nhgri.nih.gov/software/VarSifter/.",1
VarSim a highfidelity simulation and validation.txt,"Availability and implementation: Code in Java and Python along with instructions to download the reads and variants is at",1
VarSim a highfidelity simulation and validation.txt,"Most tools simulate variants, but no single tool simulates the full spectrum of variants from small variants to all types of structural variations (SVs)",1
VAT a computational framework to functionally.txt,Availability and Implementation: VAT is implemented in C and PHP,1
Vecuum identification and filtration of false.txt,"Availability and Implementation: Java-based implementation of the method is available at http:// vecuum.sourceforge.net/",1
VEGA variational segmentation for copy number.txt,"Therefore, a current challenge in bioinformatics is the development of efficient algorithms to detect the map of aberrant chromosomal regions",1
VEGA variational segmentation for copy number.txt,The availability of efficient segmentation algorithms plays an important role in the mapping of aberrant chromosomal regions,1
VegaMC a Rbioconductor package for fast.txt,"Here, we present a R/package, called VegaMC (Vega multi-channel), that enables fast and efficient detection of significant recurrent copy number alterations in very large datasets",1
VegaMC a Rbioconductor package for fast.txt,VegaMC is integrated with the output of the common tools that convert allele signal intensities in log R ratio and B allele frequency,1
VegaMC a Rbioconductor package for fast.txt,"Availability: VegaMC is a R/Bioconductor Package, available at",1
VegaMC a Rbioconductor package for fast.txt,"Here, we present a R/bioconductor package that, exploiting a novel multichannel segmentation algorithm, identifies the driver genes from LRR and BAF observations (Supplementary)",1
vHOG a multispecies vertebrate ontology of.txt,"Availability and implementation: vHOG is available from the Bgee download site (http://bgee.unil.ch/), as well as from the OBO Foundry and the NCBO Bioportal websites",1
ViewDock TDW highthroughput visualization of virtual.txt,"Availability and Implementation: ViewDock TDW is an open source software; freely available on the web at",1
VIPR HMM a hidden Markov model.txt,In vitro recombination has proven to be a useful tool for engineering novel viruses with properties desirable for the development of vaccines (),1
vipR variant identification in pooled DNA.txt,"Availability: The code of vipR is freely available via: http://sourceforge.net/projects/htsvipr/ Contact: altmann@mpipsykl.mpg.de",1
ViQuaS an improved reconstruction pipeline for.txt,A significantly extended version of an existing global strain reconstruction algorithm is also used,1
ViQuaS an improved reconstruction pipeline for.txt,"Availability and implementation: http://sourceforge.net/projects/viquas/",1
ViQuaS an improved reconstruction pipeline for.txt,"In QuRe, the complexity of the global reconstruction algorithm is proportional to the number of windows ()",1
ViralFusionSeq accurately discover viral integration events.txt,"Availability: VFS is distributed under GPL version 3 at http://hkbic.",1
VIRALpro a tool to identify viral.txt,"Availability and implementation: The data, software and corresponding web server are available from http://scratch.proteomics.ics.uci.edu as part of the SCRATCH suite.",1
VIRAPOPS a forward simulator dedicated to.txt,"Availability and implementation: Free binaries are available through a software repository at http://petitjeanmichel.free.fr/itoweb.petitjean.",1
VIRAPOPS a forward simulator dedicated to.txt,"Software programs dedicated to viral studies are able to predict drug resistances as HIVdb (human immunodeficiency virus database) program from Stanford university (), to store clinical data related to human immunodeficiency virus (HIV) and hepatitis C virus treatment and subtyping tools as REGA () to calculate their pharmacokinetics and pharmacodynamics as Simcyp (), or to make epidemic model as FluTE (), but do not allow large group of mutations simulation as described earlier in the text",1
VIRAPOPS a forward simulator dedicated to.txt,"On one hand, Vortex, SimuPop, SFS_Code and CDPOP softwares dedicated to population genetics do not take into account the essential tools to treat high mutability of RNA viruses",1
viRome an R package for the.txt,"Here, we present viRome, a package for R that takes aligned sequence data and produces a range of essential plots and reports",1
viRome an R package for the.txt,Availability and implementation: viRome is released under the BSD license as a package for R available for both Windows and Linux http://virome.sf.net,1
viRome an R package for the.txt,"Here, we present viRome, a package for R, which takes aligned sequencing data in the BAM format () and produces a variety of plots and reports that are essential to the analysis of data from viral siRNA datasets",1
viRome an R package for the.txt,Software packages to analyse viral siRNA data exist,1
viRome an R package for the.txt,"However, both are implemented in Perl and are limited to the Linux/Unix operating system; they include alignment as part of the analysis; therefore, using an alternative aligner would require programming skills; finally, the plots are generated in batch mode; hence, there is no interaction between the user and the software",1
viRome an R package for the.txt,"As a package for R, viRome improves on these software packages in several ways, including (i) viRome allows interaction between the user and the software during report and graph generation, (ii) viRome is available on any operating system that supports R and has been tested on Microsoft Windows and several Linux distributions, (iii) viRome separates visualization from alignment; therefore, the user is free to use any alignment software they wish and (iv) as an R package, viRome integrates seamlessly with other R packages from the Bioconductor project ().",1
VirusSeq software to identify viruses and.txt,"However, no software tool is currently available for detecting viral integration sites by NGS data",1
VISTA Region Viewer RViewer a computational.txt,"Current genome browsers are designed for linear browsing of individual genomic regions, but the high-throughput nature of experiments aiming to elucidate the genetic component of human disease makes it very important to develop user-friendly tools for comparing several genomic regions in parallel and prioritizing them based on their functional content",1
VISTA Region Viewer RViewer a computational.txt,"Availability and implementation: The tool is implemented as a web application and is freely accessible on the Web at",1
VISTA Region Viewer RViewer a computational.txt,"We describe an interactive online genome analysis tool VISTA RViewer, a new addition to the VISTA suite of tools for comparative genomics ()",1
Visual DSD a design and analysis.txt,Availability: Visual DSD is available as a web-based Silverlight application for most major browsers on Windows and Mac OS X at http://research.microsoft.com/dna,1
Visual DSD a design and analysis.txt,"Command-line versions for Windows, Mac OS X and Linux are also available from the web page.",1
Visual Omics Explorer VOE a crossplatform.txt,"The majority of current bio-informatics visualizations are implemented either as multi-tier web server applications that require significant maintenance effort, or as client software that presumes technical expertise for installation",1
Visual Omics Explorer VOE a crossplatform.txt,"VOE is a standalone software that can be loaded offline on the web browser from a local copy of the code, or over the internet without any dependency other than distributing the code through a file sharing service",1
Visual Omics Explorer VOE a crossplatform.txt,"Availability and implementation: VOE is accessible at",1
Visual Omics Explorer VOE a crossplatform.txt,"A common paradigm involves omics data visualizations that are computed on a remote server and displayed through Common Gateway Interface web pages (UCSC, https://genome.ucsc.edu/), or using a Java client-server architecture that provides interactive, local data visualizations (IGV,)",1
Visual Omics Explorer VOE a crossplatform.txt,"VOE is standalone software that can be loaded offline on the web browser from a local copy of the code (https://github.com/BCIL/ VOE/archive/master.zip, index.html file), over the internet from GitHub (http://bcil.github.io/VOE/) or online storage such as Amazon S3 (http://tinyurl.com/BioITCore), and similarly from Google Drive or Dropbox",1
Visual Omics Explorer VOE a crossplatform.txt,"VOE provides an interactive, mobile friendly omics visualization platform in the form of self-contained code, running within the web browser",1
Visual Omics Explorer VOE a crossplatform.txt,"With release of this software, we aim to present a new paradigm for bioinformatics visualizations, in contrast to the complex software stacks and monolithic web server setups",1
Visual Omics Explorer VOE a crossplatform.txt,"As sequencing is becoming a commodity and with widespread use of powerful, yet portable computational platforms such as tablets as smartphones, software following a similar paradigm with VOE running on mobile platforms can find applications in the clinic and doctor's offices",1
Visual Omics Explorer VOE a crossplatform.txt,"Furthermore, new HTML5 standards (http://www.w3.org/TR/2015/WD-work ers-20150924/) including web workers, allow development of multithreaded web browser applications that utilize multiple CPU cores for scalability",1
Visual Omics Explorer VOE a crossplatform.txt,"We plan to further develop VOE using these standards, and also support other developers utilizing our open source code in this respect.",1
Visual workflows for 13Cmetabolic flux analysis.txt,We have developed a first-of-its-kind graphical tool suite providing scientists with an integrated software framework for all aspects of 13 C-MFA,1
Visual workflows for 13Cmetabolic flux analysis.txt,"Apart from practical issues, the implementation of a complete graphical tool suite supporting 13 C-MFA is not just a simple WYSIWYG task",1
VisualCNA a GUI for interactive constraint.txt,"Availability and Implementation: VisualCNA and its dependencies (CNA and FIRST software) are available free of charge under GPL and academic licenses, respectively",1
VisualCNA a GUI for interactive constraint.txt,"Our group developed the Python-based software package Constraint Network Analysis (CNA) (,b) for characterizing biomolecular flexibility both at the global and residue level",1
VisualGraphX interactive graph visualization within Galaxy.txt,"It is available as a visualization plugin for the Galaxy platform, such that VISUALGRAPHX can be integrated into custom analysis pipelines",1
VisualGraphX interactive graph visualization within Galaxy.txt,"Availability and Implementation: VISUALGRAPHX has been released as a visualization plugin for the Galaxy platform under AFL 3.0 and is available with instructions and application data at",1
VisualGraphX interactive graph visualization within Galaxy.txt,"In addition, the GRAPHVIZ software package provides a comprehensive collection of open-source tools for the visualization of graphs on the basis of the DOT graph description language ()",1
VisualGraphX interactive graph visualization within Galaxy.txt,"However, the emergence of the internet as the default software platform triggered a shift toward Rich Internet Applications",1
VisualGraphX interactive graph visualization within Galaxy.txt,"TOUCHGRAPH V R (Touchgraph, LLC, USA), TOM SAWYER VISUALIZATION V R (Tom Sawyer Software, USA) and MANY EYES () follow the rich-internet paradigm and are able to visualize graph data in a sophisticated manner, but still lagging behind the possibilities offered by current web standards and are, beyond that, not optimized for biological networks",1
VisualGraphX interactive graph visualization within Galaxy.txt,ConclusionWith VisualGraphX we present a general visualization plugin for the Galaxy platform through which it can be easily integrated in any bioinformatics pipeline where interactive graph visualization is of interest,1
Visualization and Phospholipid Identification VaLID online.txt,The emerging field of lipidomics faces three main analytical challenges: (i) a paucity of bioinformatic tools for spectral analysis; (ii) the need for accurate lipid prediction algorithms before experimenters can proceed to empirical validation; (iii) a requirement for visual tools capable of displaying all theoretically possible lipid conformations in 2D and 3D,1
Visualization and probabilitybased scoring of structural.txt,"Availability: We implement our method as an R",1
Visualization and probabilitybased scoring of structural.txt,"Despite clever algorithms, the accuracy of these tools is limited when the ends map ambiguously (this point will be demonstrated *To whom correspondence should be addressed",1
Visualization and quality assessment of de.txt,"We present an approach for genome quality assessment based on a general visualization tool, Cytoscape (), which is a popular platform to visualize and analyze molecular interaction networks ().examined synteny between metagenomic scaffolds using Cytoscape, thus demonstrating its potential for visualizing genomic alignments",1
Visualization of protein sequence features using.txt,"Availability and implementation: pViz.js is a JavaScript library, available on github at https://github.com/Genentech/pviz",1
Visualization of protein sequence features using.txt,"Most others tools, like Protter (), are Java tools that have dependency on a particular version of Java, require servers for hosting the application and are not designed to be customized or incorporated into a third-party Web site",1
Visualization of protein sequence features using.txt,"By using JavaScript, it renders visualization on the client side, thereby avoiding the need for a separate server or a dependency on Java",1
Vizardous interactive analysis of microbial populations.txt,"Results: We present the software tool Vizardous that assists scientists with explorative analysis and interpretation tasks of single cell data in an interactive, configurable and visual way",1
Vizardous interactive analysis of microbial populations.txt,"Availability and implementation: The software, including documentation and examples, is available as executable Java archive as well as in source form at https://github.com/modsim/vizardous.",1
Vizardous interactive analysis of microbial populations.txt,"We developed the software tool Vizardous to assist researchers with the following single cell data related tasks: (i) visualize data with single cell resolution in the lineage context, (ii) visually detect emerging structural patterns such as (a)symmetries in subtrees and (iii) assessing joint cellular properties and structural motifs.",1
VIZGRAIL visualizing functional connections across disease.txt,"Here, we have implemented VIZ-GRAIL, a software tool to display those relationships and to depict the underlying biological patterns",1
VIZGRAIL visualizing functional connections across disease.txt,"Availability: The GRAIL algorithm is implemented online at",1
Voronto mapper for expression data to.txt,"Availability: The tool is available at https://www.omnifung.hki-jena.de/Rpad/Distance_Scan/index.htm",1
Voroprot an interactive tool for the.txt,"We present Voroprot, an interactive cross-platform software tool that provides a unique set of capabilities for exploring geometric features of protein structure",1
Voroprot an interactive tool for the.txt,"Availability: Voroprot is available for Windows, Linux and Mac OS X operating systems and can be downloaded from",1
VSDocker a tool for parallel highthroughput.txt,This tool is the first implementation of parallel high-performance virtual screening of ligands for MS Windows-based computer systems,1
VSDocker a tool for parallel highthroughput.txt,"To address this problem, we have developed a new software tool termed VSDocker",1
VSEAMS a pipeline for variant set.txt,"Availability and implementation: VSEAMS is available for download",1
VSEAMS a pipeline for variant set.txt,We implement this extended approach in a freely available software pipeline VSEAMS,1
w4CSeq software and web application to.txt,"We implemented a command line software tool and a web interface called w4CSeq, which takes in the raw 4C sequencing data (FASTQ files) as input, performs automated statistical analysis and presents results in a user-friendly manner",1
w4CSeq software and web application to.txt,Availability and Implementation: Users can establish their own web server by downloading source codes at https://github.com/WGLab/w4CSeq,1
Waggawagga comparative visualization of coiledcoil predictions.txt,"Availability and implementation: http://waggawagga.",1
Walking the interactome for candidate prioritization.txt,"We implement our method in a freely available Web server, ExomeWalker, that displays a ranked list of candidates together with information on PPAs, frequency and predicted pathogenicity of the variants to allow quick and effective searches for candidates that are likely to reward closer investigation",1
WALTZDB a benchmark database of amyloidogenic.txt,"To this end, we expanded our previous set of 280 hexapeptides used to develop the Waltz algorithm with 89 peptides from literature review and by systematic experimental characterisation of the aggregation of 720 hexapeptides by transmission electron microscopy, dye binding and Fourier transform infrared spectroscopy",1
WALTZDB a benchmark database of amyloidogenic.txt,"Availability and implementation: The WALTZ-DB database is freely available without any registration requirement at http://waltzdb.",1
wapRNA a webbased application for the.txt,Our web tool wapRNA includes four different modules: mRNA-seq and miRNA-seq sequenced from SOLiD or Solexa platform and all the modules were tested on previously published experimental data,1
wapRNA a webbased application for the.txt,"Moreover, we provide the executable packages for installation on users local server",1
Warpgroup increased precision of metabolomic data.txt,We implement the Warpgroup algorithm to address these challenges,1
Warpgroup increased precision of metabolomic data.txt,Availability and implementation: Warpgroup is an open source R package available on GitHub at github.com/nathaniel-mahieu/warpgroup,1
Warpgroup increased precision of metabolomic data.txt,These failings of the current informatic workflow motivated our development of the Warpgroup algorithm,1
WATCLUST a tool for improving the.txt,"Here we present WATCLUST, a WS determination and analysis tool running on the VMD platform",1
WATCLUST a tool for improving the.txt,"Availability and implementation: The WATCLUST plugin and documentation are freely available at http://www.cs.tau.ac.il/",1
WaveCNV allelespecific copy number alterations in.txt,"Hence, there is a need to develop analytical tools that can take into account cancer-specific parameters for detecting CNVs directly from genome sequencing data",1
WaveCNV allelespecific copy number alterations in.txt,"Results: We have developed WaveCNV, a software package to identify copy number alterations by detecting breakpoints of CNVs using translation-invariant discrete wavelet transforms and assign digitized copy numbers to each event using next-generation sequencing data",1
WaveCNV allelespecific copy number alterations in.txt,Availability and implementation: Source code and executables are available at https://github.com/WaveCNV,1
WaveCNV allelespecific copy number alterations in.txt,"The segmentation algorithm is implemented in MATLAB, and copy number assignment is implemented Perl",1
Waveletbased image fusion in multiview threedimensional.txt,"Availability and Implementation: The described method was implemented in Matlab (The Mathworks, Inc., USA) and a graphic user interface was developed in Java",1
Wavespec a preprocessing package for mass.txt,The package includes several novel algorithms that overcome conventional difficulties with the pre-processing of such data,1
Wavespec a preprocessing package for mass.txt,Availability: The package can be downloaded at http://www.vicc.org/biostatistics/supp.php,1
Webbased Gene Pathogenicity Analysis WGPA a.txt,"Here, we introduce Web-based Gene Pathogenicity Analysis (WGPA), a web-based tool to analyze genes impacted by mutations and rank them through the integration of existing prioritization tools, which assess different aspects of gene pathogenicity using population-level sequence data",1
Webbased network analysis and visualization using.txt,Availability and Implementation: The application is available at: http://cellmaps.babelomics.org/ and the code can be found in: https://github.com/opencb/cell-maps,1
Webbased network analysis and visualization using.txt,"The client is implemented in JavaScript and the server in C and Java.",1
Webbased network analysis and visualization using.txt,"Other web tools are available, but based on Java, such as Ondex Web () or Visant ()",1
WebProtege a collaborative Webbased platform for.txt,Availability and implementation: WebProt eg e is freely available for use on the Web at http://webprotege.stanford.edu,1
WebProtege a collaborative Webbased platform for.txt,It is implemented in Java and JavaScript using the OWL API and the Google Web Toolkit,1
WebProtege a collaborative Webbased platform for.txt,"However, although there have been some domain-specific wiki-based tools for the collaborative editing of biomedical knowledge (), Web-based tool support for community-based OWL ontology development is severely lacking",1
WebProtege a collaborative Webbased platform for.txt,"In this article, we present WebProt eg ea Web-based tool for the collaborative development of OWL 2 ontologies",1
WebProtege a collaborative Webbased platform for.txt,"Although the latest version of this tool supports the complete OWL 2 language (), the default configuration of its customizable user interface (UI) is primarily geared towards lightweight ontology editing [it is possible to configure the user interface with OWL 2-specific views",1
WebProtege a collaborative Webbased platform for.txt,We believe that these OBO-tailored UI views along with collaborative development functionality make WebProt eg e an attractive tool for the community-based development of biomedical ontologies.,1
WebPSN a web server for highthroughput.txt,Availability and implementation: The WebPSN server is freely available at http://webpsn.hpc,1
WebRASP a server for computing energy.txt,We believe this server will be a useful tool for predicting and assessing the quality of RNA 3D structures,1
WebRASP a server for computing energy.txt,Availability and implementation: The web server is available at http://melolab.org/webrasp,1
WebRASP a server for computing energy.txt,"It has been tested on the most popular web browsers and requires Java plugin for Jmol",1
WebRASP a server for computing energy.txt,"To help reducing this gap, several approaches and tools for predicting RNA 3D structures have been recently developed ((this feature is only available on the web server, not in the standalone version)",1
WebSTAR3D a web server for RNA.txt,"Availability and Implementation: The WebSTAR3D is available at http://rna.ucf.eduNVebSTAR3D.",1
WebSTAR3D a web server for RNA.txt,"For this reason, we have presented a user-friendly web server tool for the tertiary structure alignment of RNA molecules",1
Weighted mutual information analysis substantially improves.txt,"Availability and Implementation: Source code for calculating weighted mutual information based on the domain profile matrix is available from www.netbiolab.org/w/WMI.",1
WemIQ an accurate and robust isoform.txt,"Availability and implementation: WemIQ can be downloaded from",1
WeSME uncovering mutual exclusivity of cancer.txt,"Availability and Implementation: http://www.ncbi.nlm.nih.gov/CBBresearch/Przytycka/index.",1
Wessim a wholeexome sequencing simulator based.txt,"Availability: Source code and the packaged version of Wessim with manuals are available at",1
Wessim a wholeexome sequencing simulator based.txt,"coverage, read distribution and bias) are distinct from that of whole-genome sequencing data, variant detection tools are usually required to calibrate their algorithms for practical use of exome data ()",1
WGBSSuite simulating wholegenome bisulphite sequencing data.txt,"Availability and implementation: WGBS code and documentation are available under GNU licence at",1
WGE a CRISPR database for genome.txt,The rapid development of CRISPR-Cas9 mediated genome editing techniques has given rise to a number of online and stand-alone tools to find and score CRISPR sites for whole genomes,1
WGE a CRISPR database for genome.txt,"Availability and implementation: The WGE database is freely available at www.sanger.ac.uk/htgt/",1
What handedness and angles between helices.txt,"Using this server it is possible: (i) to define the regions of helices from two issues (from the PDB file and using the last version of the DSSP program), (ii) to determine the handedness for any chosen three helices and (iii) to calculate the angle and sign between the chosen pairs of the helices for large proteins and complexes of proteins with DNA or RNA.",1
When less is more slicing sequencing.txt,"Availability and implementation: Python scripts to process slices and resolve decoding conflicts are available from",1
When less is more slicing sequencing.txt,"tiles on the 'bottom middle swath'), (iii) identify positions in the reads possibly affected by sequencing 'bubbles' and (iv) post-process the reads using available error-correction software tools (e.g",1
When the Web meets the cell.txt,"Availability: The Perl script for computing the personalized PageRank in protein networks is available for non-profit research applications (together with sample input files) at the address:",1
WhichCyp prediction of cytochromes P450 inhibition.txt,"Availability: The WhichCyp server is freely available for use on the web at http://drug.ku.dk/whichcyp, where the WhichCyp Java program and source code is also available for download.",1
WhichCyp prediction of cytochromes P450 inhibition.txt,"In this work, we present WhichCyp, a publically available software and web server for prediction of CYP inhibitors built from these data.",1
WHIDEa web tool for visual data.txt,"Availability and implementation: The WHIDE tool can be accessed via the BioIMAX website",1
WHIDEa web tool for visual data.txt,"To unfold the full potential of all these kinds of MBI, new algorithms and software are needed that allow researchers to visually explore the data and to identify the hidden regularities",1
Whiteboard a framework for the programmatic.txt,"Availability and implementation: the Cþþ source code, coding samples and documentation are freely available under the Lesser General Public License from http://whiteboard-class.sourceforge.net/.",1
Whiteboard a framework for the programmatic.txt,"Unfortunately, it is common practice for these to be decoupled, with the 'heavy-lifting' computation being done in one language, followed by the visualization being done with a graphical package like R (http:// CRAN.R-project.org) or MATLAB (http://www.mathworks.com), or via a scripting language like python (www.python.org)",1
WhopGenome highspeed access to wholegenome variation.txt,"The statistical programming language R has become a de facto standard for the analysis of many types of biological data, and is well suited for the rapid development of new algorithms",1
WhopGenome highspeed access to wholegenome variation.txt,Availability and implementation: The WhopGenome R package is available on CRAN at http://cran.r-project.org/web/packages/ WhopGenome/,1
WhopGenome highspeed access to wholegenome variation.txt,"Although several R packages are capable of reading VCF files), seqminer (http:// cran.r-project.org/web/packages/seqminer/), Rplinkseq (https:// atgu.mgh.harvard.edu/plinkseq/)], these lack the desirable speed, ease of use or completeness of support for Tabix files",1
WhopGenome highspeed access to wholegenome variation.txt,"Here, we present WhopGenome, an R package for fast, straightforward and flexible processing of genomic variation data in VCF format",1
WiggleTools parallel processing of large collections.txt,"Common statistical tools such as R (R Core) do not scale well to such large datasets, especially with respect to memory requirements",1
Wigwams identifying gene modules coregulated across.txt,"Availability and implementation: A Matlab implementation of Wigwams, complete with graphical user interfaces and documentation , is available at:",1
Wigwams identifying gene modules coregulated across.txt,"Much regulation occurs at the transcriptional level; however, despite our ability to profile genome-wide gene expression and the availability of bioinformatics tools to analyze sequence information, our understanding of gene regulatory networks underlying biological processes is still relatively basic",1
Wigwams identifying gene modules coregulated across.txt,"To facilitate gene network reconstruction, it is important to develop tools that can map out which gene modules are coregulated in what combinations of conditions",1
Wigwams identifying gene modules coregulated across.txt,"The Wigwams tool is easy to use, with intuitive graphical user interfaces, comprehensive documentation and output provided in a clear manner that can be readily analyzed by tools such as BiNGO () and MEME-LaB ()",1
WIST toolkit for rapid customized LIMS.txt,Workflow Information Storage Toolkit (WIST) is a set of application programming interfaces and web applications that allow for the rapid development of customized laboratory information management systems (LIMS),1
WIST toolkit for rapid customized LIMS.txt,Availability and implementation: WIST is implemented in Perl and may be obtained from http://vimss.sf.net under the BSD license.,1
Workflow4Metabolomics a collaborative research infrastructure for.txt,Availability and implementation: http://workflow4metabolomics.org homepage enables users to open a private account and access the infrastructure,1
WormExp a webbased application for aCaenorhabditis.txt,"Availability and implementation: WormExp is available at http://wormexp.",1
Wrangling Galaxys reference data.txt,"For example, to make the UCSC hg19 build of the human reference genome available to the Burrows-Wheeler Aligner (BWA) short-read mapper (), a Galaxy administrator would need to (i) download the reference genome FASTA file, (ii) make it available as a reference genome via the 'all_fasta' table (optional), (iii) build BWA alignment indexes via proper command-line calls, (iv) register the location and availability of the indexes within the 'bwa_indexes' data table (by adding an additional entry to the tool-data/bwa_index.loc file on disk) and (v) finally, restart the Galaxy server",1
XenoSite server a webavailable site of.txt,"XenoSite server is an online implementation of the XenoSite, a recently published computational model for P450 metabolism",1
XenoSite server a webavailable site of.txt,"XenoSite server accepts input in common chemical file formats including SDF and SMILES and provides tools for visualizing the likelihood that each atomic site is a site of metabolism for a variety of important P450s, as well as a flat file download of SOM predictions",1
XenoSite server a webavailable site of.txt,"Availability and implementation: XenoSite server is available at http://swami.wustl.edu/xenosite.",1
XenoSite server a webavailable site of.txt,"In addition to commercial software packages for predicting SOMs, there are at least two software packages produced by academic groups, RS predictor and SMARTCyp ()",1
xHeinz an algorithm for mining crossspecies.txt,"Availability and implementation: xHeinz, an implementation of our algorithm, as well as all input data and results, are available at http://software.cwi.nl/xheinz and as a Galaxy service at http://services",1
xHeinz an algorithm for mining crossspecies.txt,"In this case, however, realistic instances will be harder to compute to optimality and will require the development of powerful algorithm engineering techniques.",1
XiP a computational environment to create.txt,"XiP allows the construction of workflows by linking components written in both R and Java, the analysis of high-throughput data in grid engine systems and also the development of customized pipelines that can be encapsulated in a package and distributed",1
XiP a computational environment to create.txt,"For example, a simple workflow to investigate genes potentially related to cancer might begin with microarray image analysis, normalization, statistical tests to identify differentially expressed genes between the normal and the tumor tissues followed by a multiple test P-value correction.have described that pipelines must satisfy at least three characteristics: (i) flexibility: a software can be used to analyze different data sets that may require different analysis tools; (ii) integrability: a system should provide the framework to facilitate data integration of analysis results from different tools; and (iii) extensibility: a system needs to allow for the inclusion of new tools in a modular fashion",1
